214,215
255,224
295,232
333,240
370,247
406,254
441,260
475,266
508,271
540,276
571,281
602,286
632,290
662,293
691,297
720,300
748,303
776,306
804,309
832,311
212,255
253,263
293,270
331,276
368,283
404,289
439,294
473,299
506,304
538,309
569,313
599,317
629,321
659,324
688,328
716,330
744,333
773,336
800,338
829,340
211,294
252,300
292,306
330,313
367,318
403,323
437,328
471,333
503,337
535,341
567,345
597,348
627,352
656,355
685,357
713,360
742,363
770,365
797,367
825,368
210,331
251,337
291,343
329,348
366,353
401,357
436,362
469,366
502,369
533,373
564,376
595,379
624,382
654,385
682,387
711,390
739,391
767,394
795,395
822,397
210,369
251,374
290,379
328,383
365,387
400,391
434,395
468,398
500,401
532,404
563,407
593,410
622,412
651,414
680,416
709,419
737,420
765,422
792,423
820,425
209,406
249,410
289,414
327,418
364,421
399,424
433,427
466,430
499,433
530,435
561,438
591,440
621,442
650,444
678,445
707,447
735,448
763,450
790,451
818,452
208,443
249,446
288,449
326,452
363,455
398,457
432,460
465,462
497,464
529,466
560,468
590,470
619,471
648,473
677,474
705,476
733,477
761,478
789,478
816,480
208,479
249,481
288,483
325,486
362,488
397,490
431,492
464,493
496,495
528,496
559,498
589,499
618,501
647,502
676,503
704,504
732,505
760,506
787,507
814,507
207,515
247,517
287,518
325,520
361,521
397,522
430,524
463,525
495,526
527,527
558,528
588,529
617,530
646,531
675,532
703,532
731,533
758,533
786,534
813,534
207,551
247,552
287,553
324,553
361,554
396,555
430,555
463,556
495,557
526,557
557,557
587,558
617,558
645,559
674,560
702,560
730,561
758,561
785,562
813,561
206,587
247,587
287,587
324,587
361,587
396,587
430,587
463,587
495,587
526,588
557,588
587,588
616,588
645,588
674,588
702,588
730,589
758,589
785,589
813,589
206,624
247,623
287,622
324,621
361,620
396,620
430,619
463,619
495,618
526,618
557,618
587,617
616,617
645,617
674,617
702,616
730,617
758,617
785,616
813,616
206,659
247,658
286,656
324,655
360,653
396,652
430,651
462,651
495,649
526,648
557,648
587,647
617,646
646,646
674,645
703,645
730,644
758,644
786,644
813,643
207,696
247,693
286,691
324,689
361,687
396,685
430,683
463,682
495,680
526,679
557,678
587,677
617,676
646,675
675,674
703,673
731,673
759,672
787,671
814,671
206,732
246,729
286,726
324,723
361,720
396,717
430,715
463,714
496,712
527,710
558,708
588,707
618,705
647,704
676,703
704,702
733,701
760,700
787,699
815,698
206,769
246,765
286,762
324,758
361,754
396,751
431,748
464,746
496,743
528,741
559,739
589,737
619,735
648,734
677,732
705,730
734,730
762,728
789,727
817,727
205,807
247,802
286,798
325,793
361,789
397,785
431,782
465,778
497,776
529,773
560,770
590,768
620,766
649,763
679,762
707,760
735,759
763,757
791,756
819,755
206,845
247,839
287,834
325,828
362,824
398,819
432,815
465,811
498,808
530,804
561,802
592,799
622,796
651,794
680,791
709,789
737,787
765,786
793,785
821,783
206,884
248,877
287,871
326,865
363,859
398,854
433,849
467,845
499,840
531,837
563,834
593,830
623,827
653,824
682,822
711,819
739,817
768,815
795,813
824,812
207,923
247,916
287,909
326,902
363,895
399,889
434,884
468,879
501,874
533,869
564,866
596,862
626,858
655,855
684,852
713,849
742,847
770,845
799,843
827,841
1061,299
1089,297
1117,294
1145,292
1174,289
1203,286
1232,283
1262,279
1293,275
1323,271
1355,267
1387,263
1420,258
1453,253
1488,247
1524,241
1561,234
1600,227
1640,219
1681,211
