index,timestamp,FRx,FRy,FRz,MRx,MRy,MRz
40153,1450.752248,-0.051190349706463925,0.08933142292072345,-5.155726419179139,-1.4151136967569249,-4.21345271641219,0.23039938225848192
40154,1450.791996,-0.05116080516331106,0.0889851024565907,-5.167079192163634,-1.4333166468177088,-4.197509464481948,0.2286125529045564
40155,1450.827269,-0.05011725451609067,0.0892629866866866,-5.172135438374946,-1.4119391835989286,-4.236677384122327,0.22188740905272367
40156,1450.859115,-0.047611203092021964,0.09021420512335723,-5.16484659016743,-1.3496562186188785,-4.330637538357115,0.21468207012575016
40157,1450.887844,-0.047203595825502126,0.09096796493397213,-5.158988624960468,-1.2986654235127575,-4.353448073589528,0.21446980908056218
40158,1450.921385,-0.0469649541768433,0.09164208342055387,-5.1578848207463865,-1.2806172532949596,-4.37986878913863,0.21964714871490532
40159,1450.955796,-0.04844650645594947,0.09169490141772943,-5.173461694322048,-1.283908301242704,-4.340460268549047,0.22344958303066614
40160,1450.989009,-0.04862808108914393,0.09275241159482184,-5.18456356488589,-1.2506060640489163,-4.3628329576893705,0.22055405591845081
40161,1451.018632,-0.049888386747939974,0.09287728850843346,-5.197042328738583,-1.2330458469831953,-4.3175223091912045,0.21369223855122543
40162,1451.061057,-0.050327407923935405,0.09253460294047977,-5.1968471054271035,-1.2426265695312744,-4.295409997545718,0.21260345545881232
40163,1451.08504,-0.05103085069189535,0.09110605000103789,-5.193874637634077,-1.3060706684954753,-4.237700160776319,0.21962629747754947
40164,1451.118635,-0.05010543701974017,0.09108877961517803,-5.18639162938778,-1.3168494510503141,-4.243531135538165,0.232017879580041
40165,1451.151659,-0.049454124471207825,0.0917852490703826,-5.176356875988045,-1.2970043793123645,-4.2540584247603155,0.24289871021763157
40166,1451.184098,-0.04811564452752876,0.09278480079975022,-5.168948298914655,-1.2498251230511124,-4.313874173688886,0.2484983167032198
40167,1451.233639,-0.046686726445351504,0.09204451717286541,-5.15567273786159,-1.2827393469565398,-4.394781209497873,0.24963470968889
40168,1451.255203,-0.045435245480629285,0.09137404483791242,-5.151842784381944,-1.3149969190501296,-4.461701873456671,0.24514491974238353
40169,1451.290361,-0.04534754973804067,0.09105789540999021,-5.148353497703328,-1.3439852994588724,-4.467777177766378,0.23608719172373555
40170,1451.319285,-0.04663740751091184,0.09197770902536265,-5.151168845183635,-1.3320972732429892,-4.408254045155858,0.22638353788262217
40171,1451.353488,-0.04874564585719863,0.09365360127910782,-5.152168217568805,-1.3041610905600436,-4.298819050901441,0.2181701318871714
40172,1451.384413,-0.050322864697297645,0.09451136205717994,-5.150127173729512,-1.3128606373959515,-4.208004941012554,0.2190028547943519
40173,1451.425508,-0.051369641951945245,0.09529126839530647,-5.154820897416902,-1.288328523110304,-4.147466069197788,0.21847617391779856
40174,1451.457532,-0.05082779498305445,0.09323335273711761,-5.15166130054817,-1.3521317312474852,-4.16491008229744,0.2240081650702077
40175,1451.482395,-0.050757256488057914,0.09207655234521273,-5.156177978823342,-1.3546993626885797,-4.177174670214136,0.2268037527531961
40176,1451.516939,-0.050991645191540994,0.08995867943231972,-5.147874339041158,-1.4161914150738686,-4.1491122474741715,0.23880766240202367
40177,1451.546597,-0.05293723894187691,0.09022883097146081,-5.1556181492157025,-1.3681540685050246,-4.052034163260143,0.24483096765143178
40178,1451.571068,-0.05412008627156624,0.08956679185233116,-5.147664085472635,-1.3869533629792514,-3.9748242099973874,0.2524331814838264
40179,1451.601894,-0.05482297943574819,0.09073197692925308,-5.148709686582426,-1.3244635303081538,-3.9568612098752944,0.2512935628172355
40180,1451.635412,-0.05279762525813177,0.09228848832254555,-5.138913792000761,-1.2632221915724786,-4.071588174690705,0.2503371578545744
40181,1451.673795,-0.050132863296304786,0.0956622635193521,-5.151028741724805,-1.0837157543823335,-4.237527690046118,0.24351537162564788
40182,1451.7059,-0.04700757284710011,0.09680945844997285,-5.160298817662602,-0.9985939705325088,-4.411073163761975,0.23785414805589813
40183,1451.74688,-0.04521223258317145,0.09711506626931328,-5.1619037665336185,-0.966093788714301,-4.502442083705932,0.2339711318418364
40184,1451.765178,-0.043908043516945716,0.09545731101230995,-5.141127000184671,-1.0710351393916797,-4.539288945897959,0.237661143321599
40185,1451.797563,-0.043034142537684845,0.09468164115285416,-5.122928890155768,-1.1453119109512748,-4.527422413398689,0.24255249458729583
40186,1451.836841,-0.043742409827867715,0.09266393001516096,-5.127017753002615,-1.2556455404600764,-4.457818740674515,0.24333498070749737
40187,1451.875168,-0.04559193973491668,0.09040975410484926,-5.144599562673566,-1.3497272481030254,-4.354016417476524,0.23843032920998902
40188,1451.915411,-0.04863010359715642,0.08890182821172823,-5.162324297160197,-1.4134928816302827,-4.245928845038192,0.23443498445965574
40189,1451.945043,-0.05140144862124224,0.0879272029184614,-5.164899333962041,-1.453289717343266,-4.143166815102358,0.23490534999830906
40190,1451.980454,-0.05412275601771699,0.08767627483424881,-5.168716888131694,-1.4717197514270028,-4.033615019695597,0.23533603802714853
40191,1452.0158,-0.0545162266280834,0.08700428760738532,-5.170029057219445,-1.5076767425725388,-4.005020837297238,0.23355076686966428
40192,1452.05166,-0.052594778133764404,0.08816828731064548,-5.166126240496217,-1.4804699263225167,-4.076620596117454,0.2343996679361278
40193,1452.078327,-0.04948658490047336,0.09003458418436107,-5.164962880078323,-1.3996426490436642,-4.213300276790612,0.23478275993766284
40194,1452.114748,-0.04855860065609422,0.09177040359285718,-5.172177430743449,-1.31257846512948,-4.24626932244171,0.23347956685072327
40195,1452.13936,-0.049656160099350595,0.091712850080378,-5.189768416209657,-1.2752365841558693,-4.198222971606979,0.22767653861179737
